25,00,00,19.05,0,44,17,25.1,6.28
34,00,00,23.87,1,26,55,05.7,6.43
43,00,00,30.98,1,59,33,35.1,6.18
50,00,00,34.29,0,53,05,51.6,6.49
63,00,00,43.62,1,45,15,12.0,6.36
88,00,01,04.60,0,48,48,35.5,5.71
106,00,01,19.24,1,49,58,53.7,6.22
107,00,01,20.11,0,50,20,14.6,5.53
122,00,01,35.85,0,77,03,55.1,4.78
124,00,01,37.02,1,61,13,22.1,5.58
137,00,01,43.85,1,42,22,01.7,6.25
145,00,01,49.44,0,03,01,38.9,5.13
154,00,01,57.59,0,06,00,50.3,4.37
171,00,02,09.65,1,27,05,04.2,5.8
183,00,02,19.91,0,29,43,13.6,5.04
186,00,02,24.17,1,08,57,24.6,6.33
194,00,02,29.76,1,08,29,08.1,5.7
207,00,02,36.08,1,66,05,56.3,5.87
238,00,02,57.43,0,20,02,45.9,6.25
253,00,03,07.82,0,24,08,42.5,6.46
274,00,03,25.72,1,63,38,25.9,6.24
301,00,03,44.37,0,17,20,09.5,4.55
302,00,03,51.63,1,66,42,43.9,6.31
330,00,04,13.66,1,62,17,15.6,5.9
343,00,04,19.76,0,16,31,44.0,5.78
345,00,04,20.30,0,29,16,07.8,6.38
355,00,04,30.12,0,10,30,34.2,4.99
365,00,04,36.60,1,42,05,33.2,6.11
377,00,04,41.25,0,71,26,12.7,5.59
379,00,04,41.84,1,67,09,59.0,5.68
394,00,04,53.21,1,34,39,34.4,6.09
399,00,04,55.93,1,26,38,55.7,6.25
410,00,05,01.13,1,27,40,29.3,6.47
417,00,05,03.80,0,00,30,10.5,6.32
418,00,05,06.13,1,61,18,50.3,5.8
443,00,05,20.15,0,05,42,28.2,4.61
476,00,05,41.94,1,13,23,46.6,5.55
518,00,06,15.54,1,58,26,12.1,5.98
522,00,06,18.66,0,49,04,30.3,5.7
531,00,06,26.53,1,64,11,46.2,5.57
544,00,06,36.53,1,29,01,19.0,6.07
560,00,06,50.02,0,23,06,26.7,6.19
602,00,07,18.27,0,17,23,13.3,6.2
635,00,07,44.10,0,02,32,55.3,6.43
636,00,07,46.86,0,22,30,30.5,5.93
655,00,08,03.52,0,33,31,45.6,5.67
664,00,08,12.09,0,02,26,51.7,6.18
671,00,08,17.55,0,08,49,26.5,5.99
677,00,08,23.17,1,29,05,27.0,2.07
695,00,08,32.87,1,63,12,14.6,6.41
696,00,08,33.49,0,17,34,40.9,6.11
