27321,05 47 17.08,-51 04 00.2,3.85,51.87,4.65,81.96,A3V,0.171
68282,13 58 40.77,-44 48 12.7,3.87,7.81,-27.97,-21.69,B2IV-V,-0.208
78527,16 01 53.70,+58 33 52.0,4.01,47.79,-320.07,334.96,F8IV-V,0.528
80582,16 27 11.05,-47 33 17.0,4.46,8.16,-13.72,-20.63,B4V,-0.07
8903,01 54 38.35,+20 48 29.9,2.64,54.74,96.32,-108.8,A5V...,0.165
66249,13 34 41.75,-00 35 45.4,3.38,44.55,-278.89,48.56,A3V,0.114
6867,01 28 21.94,-43 19 03.8,3.41,13.94,-18.21,-207.71,K5II-III,1.542
109268,22 08 13.88,-46 57 38.2,1.73,32.16,127.6,-147.91,B7IV,-0.07
86742,17 43 28.38,+04 34 00.9,2.76,39.78,-40.67,158.8,K2III,1.168
113368,22 57 38.83,-29 37 18.6,1.17,130.08,329.22,-164.22,A3V,0.145
88794,18 07 32.55,+28 45 44.9,3.84,9.39,-0.17,7.51,B9.5V,-0.018
35550,07 20 07.39,+21 58 56.4,3.5,55.45,-18.72,-7.76,F0IV...,0.374
60129,12 19 54.39,-00 40 00.3,3.89,13.06,-59.14,-23.13,A2IV,0.026
27366,05 47 45.39,-09 40 10.6,2.07,4.52,1.55,-1.2,B0.5Iavar,-0.168
41704,08 30 16.03,+60 43 06.4,3.35,17.76,-134.31,-107.73,G4II-III,0.856
746,00 09 10.09,+59 09 00.8,2.28,59.89,523.39,-180.42,F2III-IV,0.38
115438,23 22 58.30,-20 06 01.2,3.96,20.14,-120.27,-96.7,K0III,1.082
105199,21 18 34.58,+62 35 07.6,2.45,66.84,149.91,48.27,A7IV-V,0.257
82671,16 53 59.73,-42 21 43.3,4.7,-1.13,-0.48,-2.17,B1Iae,0.444
64241,13 09 59.55,+17 31 44.8,4.32,69.81,-445.95,129.69,F5V,0.455
29426,06 11 56.40,+14 12 31.7,4.45,5.14,-1.59,-20.23,B3IV,-0.18
25336,05 25 07.87,+06 20 59.0,1.64,13.42,-8.75,-13.28,B2III,-0.224
11001,02 21 45.02,-68 39 33.9,4.08,24.1,-50.07,2.38,A3V,0.034
29434,06 12 03.28,+16 07 49.6,4.95,4.21,5.57,-16.77,B5Vn,-0.149
765,00 09 24.54,-45 44 49.2,3.88,23.28,122.15,-180.13,K0III,1.013
90887,18 32 21.31,-39 42 14.1,5.16,14.83,31.98,-37.62,A3V,0.079
76552,15 38 03.32,-42 34 02.9,4.34,14.19,-147.6,56.35,K4.5III,1.412
92946,18 56 13.16,+04 12 12.7,4.62,24.73,37.69,26.98,A5V,0.161
51986,10 37 18.26,-48 13 32.2,3.84,37.71,-131.48,-1.58,A3m+...,0.3
92953,18 56 16.97,-42 42 38.2,5.35,10.52,-27.03,-30.48,G6III-IV,0.998
4889,01 02 49.09,+31 48 15.6,5.5,7.87,15.53,-30.38,B9.5V,-0.043
21281,04 33 59.72,-55 02 42.0,3.3,18.56,58.06,12.73,A0V:,-0.079
88866,18 08 34.79,-63 40 05.0,4.33,23.55,17.45,-207.64,Am,0.228
47908,09 45 51.10,+23 46 27.4,2.97,13.01,-46.09,-9.57,G0II,0.808
43813,08 55 23.68,+05 56 43.9,3.11,21.64,-99.76,14.65,G8III-IV,0.978
45860,09 21 03.46,+34 23 33.1,3.14,14.69,-222.8,14.78,M0IIIvar,1.55
109352,22 09 13.68,+33 10 21.0,5.58,11.51,-60.0,-65.86,G6III:,0.985
4906,01 02 56.66,+07 53 24.3,4.27,17.14,-80.57,25.88,K0III,0.952
33579,06 58 37.55,-28 58 19.5,1.5,7.57,2.63,2.29,B2II,-0.211
54061,11 03 43.84,+61 45 04.0,1.81,26.38,-136.46,-35.25,F7V comp,1.061
107310,21 44 08.40,+28 44 35.6,4.49,44.64,260.33,-242.73,F6V,0.512
78639,16 03 12.86,-49 13 47.0,4.65,14.97,41.18,10.39,G8III,0.902
9007,01 55 56.83,-51 36 34.5,3.69,57.19,681.24,284.23,G5IV,0.844
107315,21 44 11.14,+09 52 30.0,2.38,4.85,30.02,1.38,K2Ibvar,1.52
103227,20 54 48.58,-58 27 14.7,3.67,5.41,21.06,-24.75,K0III,1.25
92989,18 56 40.49,-37 20 35.5,5.36,7.67,8.79,-23.68,B3V,-0.147
58188,11 56 00.98,-17 09 02.9,5.17,11.42,-49.07,-8.23,A0V,-0.022
39757,08 07 32.70,-24 18 16.0,2.83,51.99,-83.29,46.38,F2mF5IIp,0.458
25428,05 26 17.50,+28 36 28.3,1.65,24.89,23.28,-174.22,B7III,-0.13
93015,18 56 57.04,-67 14 00.7,4.4,6.0,-7.83,16.65,F5Ib-II:,0.53
107354,21 44 38.70,+25 38 42.0,4.14,28.34,46.66,13.47,F5IV,0.425
13147,02 49 05.36,-32 24 22.6,4.45,19.31,86.96,158.96,G8III,0.981
15197,03 15 50.03,-08 49 11.4,4.8,27.18,-3.82,45.52,A5m,0.232
7007,01 30 10.94,+06 08 38.2,4.84,9.05,293.23,-46.36,K4III,1.372
105319,21 19 51.88,-53 26 57.4,4.39,33.58,107.37,-67.12,A5V,0.191
31592,06 36 41.00,-19 15 20.6,3.95,50.41,62.32,-69.91,K1III+...,1.037
37740,07 44 26.87,+24 23 53.3,3.57,22.73,-22.45,-56.24,G8III,0.932
109422,22 10 08.48,-32 32 54.4,4.94,53.36,428.62,13.83,F6V,0.489
